출발지,도착지,거리 (km)
상경_보의관_삼거리,보의관_조형4,0.05989738181007425
상경_보의관_삼거리,보의관_조형5,0.049914490177957696
상경_보의관_삼거리,보의관_조형6,0.03993159641329018
상경_보의관_삼거리,보의관_조형7,0.02994870051233761
상경_보의관_삼거리,보의관_조형8,0.019965802476488118
상경_보의관_삼거리,보의관_조형9,0.009982902305187497
상경_보의관_삼거리,인사관_조형학관,0.10993181666620212
상경_보의관_삼거리,멀베리1,0.16350059905556
상경_보의관_삼거리,멀베리2,0.1528367033387884
상경_보의관_삼거리,멀베리3,0.14225645107120363
상경_보의관_삼거리,멀베리4,0.12078611130569705
상경_보의관_삼거리,인사관_디정관23,0.13177999094950033
상경_보의관_삼거리,멀베리_삼거리,0.17423278024405328
상경_보의관_삼거리,기숙사_오르막길,0.19864018528952262
상경_보의관_삼거리,기숙사_오르막길1,0.21503225802073062
상경_보의관_삼거리,제2엘림생활관,0.1969657107870528
상경_보의관_삼거리,2관_입구,0.2059975502744765
상경_보의관_삼거리,기숙사_오르막길2,0.20053696216595068
상경_보의관_삼거리,기숙사_오르막길3,0.20278417032769083
상경_보의관_삼거리,기숙사_오르막길4,0.20537030684454152
상경_보의관_삼거리,기숙사_오르막길5,0.20828274746342437
상경_보의관_삼거리,기숙사_오르막길6,0.21150801333961142
상경_보의관_삼거리,기숙사_오르막길_멀베리1,0.1922945533684458
상경_보의관_삼거리,기숙사_오르막길_멀베리2,0.18610071403840175
상경_보의관_삼거리,기숙사_오르막길_멀베리3,0.1800743308293831
보의관_조형_흡연구역1,공학1관_앞_0,0.19169271934643975
보의관_조형_흡연구역1,공학1관_앞,0.18193358460429845
보의관_조형_흡연구역1,공학1관_앞_1,0.16899490723703128
보의관_조형_흡연구역1,공학1관_앞_2,0.1719705829366273
보의관_조형_흡연구역1,공학1관_앞_3,0.17512521441223605
보의관_조형_흡연구역1,공학1관_앞_4,0.17844931117210017
보의관_조형_흡연구역1,본관_상경 삼거리,0.16620779929892962
보의관_조형_흡연구역1,본관_상경_삼거리2,0.15843258395123502
보의관_조형_흡연구역1,농구장_상경11,0.16083500875155204
보의관_조형_흡연구역1,농구장_상경12,0.16342952588234355
보의관_조형_흡연구역1,농구장_상경_보의관1,0.12093515105256568
보의관_조형_흡연구역1,농구장_상경_보의관2,0.12829040735448657
보의관_조형_흡연구역1,농구장_상경_보의관3,0.13572967533690103
보의관_조형_흡연구역1,농구장_상경_보의관4,0.14323986622050106
보의관_조형_흡연구역1,농구장_상경_보의관5,0.15081038497057583
보의관_조형_흡연구역1,상경_보의관1,0.11368021427703864
보의관_조형_흡연구역1,상경_보의관2,0.10972924437518586
보의관_조형_흡연구역1,상경_보의관3,0.10636597440624132
보의관_조형_흡연구역1,상경_보의관4,0.10364763108597262
보의관_조형_흡연구역1,상경_보의관5,0.10162598003571097
보의관_조형_흡연구역1,상경_보의관6,0.1003431396142706
보의관_조형_흡연구역1,상경_보의관_삼거리,0.09982892698401893
보의관_조형_흡연구역1,보의관_조형_흡연구역1_1,0.03709173168421699
보의관_조형_흡연구역1,보의관_조형_흡연구역1_2,0.027818799128381148
보의관_조형_흡연구역1,보의관_조형_흡연구역1_3,0.01854586632919546
보의관_조형_흡연구역1,보의관_조형_흡연구역1_4,0.009272933285584881
보의관_조형_흡연구역1,보의관_조형1,0.009982883090098467
보의관_조형_흡연구역1,보의관_조형2,0.019965768317488693
보의관_조형_흡연구역1,보의관_조형3,0.029948655679015487
보의관_조형_흡연구역1,보의관_조형4,0.03993154517452644
보의관_조형_흡연구역1,보의관_조형5,0.049914436806166744
보의관_조형_흡연구역1,보의관_조형6,0.05989733057148704
보의관_조형_흡연구역1,보의관_조형7,0.06988022647333857
보의관_조형_흡연구역1,보의관_조형8,0.07986312450927337
보의관_조형_흡연구역1,보의관_조형9,0.0898460246793149
보의관_조형_흡연구역1,인사관_조형학관,0.04636466399707729
보의관_조형_흡연구역1,멀베리1,0.07367443807421058
보의관_조형_흡연구역1,멀베리2,0.06551424315016659
보의관_조형_흡연구역1,멀베리3,0.05837411883042983
보의관_조형_흡연구역1,멀베리4,0.04822586630592341
보의관_조형_흡연구역1,인사관_디정관23,0.0526705617791518
보의관_조형_흡연구역1,멀베리_삼거리,0.0825527582107931
보의관_조형_흡연구역1,기숙사_오르막길,0.10108987384384946
보의관_조형_흡연구역1,기숙사_오르막길1,0.11590137996840219
보의관_조형_흡연구역1,제2엘림생활관,0.09802994881774474
보의관_조형_흡연구역1,2관_입구,0.10695470684971048
보의관_조형_흡연구역1,기숙사_오르막길2,0.10189128346392123
보의관_조형_흡연구역1,기숙사_오르막길3,0.10341034592716374
보의관_조형_흡연구역1,기숙사_오르막길4,0.1056161005258689
보의관_조형_흡연구역1,기숙사_오르막길5,0.10846666254092249
보의관_조형_흡연구역1,기숙사_오르막길6,0.11191277104274282
보의관_조형_흡연구역1,기숙사_오르막길_멀베리1,0.09572147479855377
보의관_조형_흡연구역1,기숙사_오르막길_멀베리2,0.09079122248805885
보의관_조형_흡연구역1,기숙사_오르막길_멀베리3,0.08637417729690683
보의관_조형_흡연구역1_1,공학1관_앞_0,0.21379149076707318
보의관_조형_흡연구역1_1,공학1관_앞,0.2052094299909243
보의관_조형_흡연구역1_1,공학1관_앞_1,0.18891661214802313
보의관_조형_흡연구역1_1,공학1관_앞_2,0.19280639868959704
보의관_조형_흡연구역1_1,공학1관_앞_3,0.19682348695727098
보의관_조형_흡연구역1_1,공학1관_앞_4,0.2009602430237285
보의관_조형_흡연구역1_1,본관_상경 삼거리,0.18516215035161807
보의관_조형_흡연구역1_1,본관_상경_삼거리2,0.17437277157930262
보의관_조형_흡연구역1_1,농구장_상경11,0.1778328506456317
보의관_조형_흡연구역1_1,농구장_상경12,0.18143173808066046
보의관_조형_흡연구역1_1,농구장_상경_보의관1,0.14110306566431713
보의관_조형_흡연구역1_1,농구장_상경_보의관2,0.14746944513663304
보의관_조형_흡연구역1_1,농구장_상경_보의관3,0.15399804240479423
보의관_조형_흡연구역1_1,농구장_상경_보의관4,0.1606690843272474
보의관_조형_흡연구역1_1,농구장_상경_보의관5,0.16746554900326854
보의관_조형_흡연구역1_1,상경_보의관1,0.13492186874800535
보의관_조형_흡연구역1_1,상경_보의관2,0.12909830105858922
보의관_조형_흡연구역1_1,상경_보의관3,0.1236314260569107
보의관_조형_흡연구역1_1,상경_보의관4,0.1185705915325525
보의관_조형_흡연구역1_1,상경_보의관5,0.11396990098403927
보의관_조형_흡연구역1_1,상경_보의관6,0.10988716467719142
보의관_조형_흡연구역1_1,상경_보의관_삼거리,0.10638240341491592
보의관_조형_흡연구역1_1,보의관_조형_흡연구역1,0.03709173168421699
보의관_조형_흡연구역1_1,보의관_조형_흡연구역1_2,0.009272932555717667
보의관_조형_흡연구역1_1,보의관_조형_흡연구역1_3,0.018545865355217434
보의관_조형_흡연구역1_1,보의관_조형_흡연구역1_4,0.02781879839957359
보의관_조형_흡연구역1_1,보의관_조형1,0.03837992901440567
보의관_조형_흡연구역1_1,보의관_조형2,0.04206609623737869
보의관_조형_흡연구역1_1,보의관_조형3,0.047596314895779014
보의관_조형_흡연구역1_1,보의관_조형4,0.0544111872325167
보의관_조형_흡연구역1_1,보의관_조형5,0.062089136681627806
보의관_조형_흡연구역1_1,보의관_조형6,0.07034813510318472
보의관_조형_흡연구역1_1,보의관_조형7,0.079006171153998
보의관_조형_흡연구역1_1,보의관_조형8,0.08794547131613216
보의관_조형_흡연구역1_1,보의관_조형9,0.0970883761048188
보의관_조형_흡연구역1_1,인사관_조형학관,0.009272932313723005
보의관_조형_흡연구역1_1,멀베리1,0.05775757630915866
보의관_조형_흡연구역1_1,멀베리2,0.04677934882077639
보의관_조형_흡연구역1_1,멀베리3,0.03594307553735545
보의관_조형_흡연구역1_1,멀베리4,0.015170960730316044
보의관_조형_흡연구역1_1,인사관_디정관23,0.025430874966851282
보의관_조형_흡연구역1_1,멀베리_삼거리,0.06880984626499247
보의관_조형_흡연구역1_1,기숙사_오르막길,0.0969104653452368
보의관_조형_흡연구역1_1,기숙사_오르막길1,0.12735161501050726
보의관_조형_흡연구역1_1,제2엘림생활관,0.11128081459884608
보의관_조형_흡연구역1_1,2관_입구,0.11924234181790111
보의관_조형_흡연구역1_1,기숙사_오르막길2,0.10077933560102166
보의관_조형_흡연구역1_1,기숙사_오르막길3,0.10521646998568049
보의관_조형_흡연구역1_1,기숙사_오르막길4,0.11015321878833927
보의관_조형_흡연구역1_1,기숙사_오르막길5,0.1155255501776002
보의관_조형_흡연구역1_1,기숙사_오르막길6,0.12127559136039243
보의관_조형_흡연구역1_1,기숙사_오르막길_멀베리1,0.08956515756554002
보의관_조형_흡연구역1_1,기숙사_오르막길_멀베리2,0.08239662223749178
보의관_조형_흡연구역1_1,기숙사_오르막길_멀베리3,0.07545525755979837
보의관_조형_흡연구역1_2,공학1관_앞_0,0.2078669338250993
보의관_조형_흡연구역1_2,공학1관_앞,0.19899793072363547
보의관_조형_흡연구역1_2,공학1관_앞_1,0.18343655829627095
보의관_조형_흡연구역1_2,공학1관_앞_2,0.18712626052355794
보의관_조형_흡연구역1_2,공학1관_앞_3,0.1909551267881501
보의관_조형_흡연구역1_2,공학1관_앞_4,0.19491495614478224
보의관_조형_흡연구역1_2,본관_상경 삼거리,0.17989458320438173
보의관_조형_흡연구역1_2,본관_상경_삼거리2,0.1697694171493832
보의관_조형_흡연구역1_2,농구장_상경11,0.17299538598254982
보의관_조형_흡연구역1_2,농구장_상경12,0.17637302984247022
보의관_조형_흡연구역1_2,농구장_상경_보의관1,0.1353917316332502
보의관_조형_흡연구역1_2,농구장_상경_보의관2,0.14201081630497087
보의관_조형_흡연구역1_2,농구장_상경_보의관3,0.1487757398009349
보의관_조형_흡연구역1_2,농구장_상경_보의관4,0.15566749012846598
보의관_조형_흡연구역1_2,농구장_상경_보의관5,0.16266994869304413
보의관_조형_흡연구역1_2,상경_보의관1,0.12894094703455453
보의관_조형_흡연구역1_2,상경_보의관2,0.12349875427803235
보의관_조형_흡연구역1_2,상경_보의관3,0.11846524508546721
보의관_조형_흡연구역1_2,상경_보의관4,0.11389461694356859
보의관_조형_흡연구역1_2,상경_보의관5,0.1098446663559215
보의관_조형_흡연구역1_2,상경_보의관6,0.10637488029241907
보의관_조형_흡연구역1_2,상경_보의관_삼거리,0.1035442055261877
보의관_조형_흡연구역1_2,보의관_조형_흡연구역1,0.027818799128381148
보의관_조형_흡연구역1_2,보의관_조형_흡연구역1_1,0.009272932555717667
보의관_조형_흡연구역1_2,보의관_조형_흡연구역1_3,0.009272932799830753
보의관_조형_흡연구역1_2,보의관_조형_흡연구역1_4,0.01854586584379479
보의관_조형_흡연구역1_2,보의관_조형1,0.02952484974510331
보의관_조형_흡연구역1_2,보의관_조형2,0.03418864213442268
보의관_조형_흡연구역1_2,보의관_조형3,0.04080839629707541
보의관_조형_흡연구역1_2,보의관_조형4,0.048591179778740064
보의관_조형_흡연구역1_2,보의관_조형5,0.0570630879897808
보의관_조형_흡연구역1_2,보의관_조형6,0.06595911697392752
보의관_조형_흡연구역1_2,보의관_조형7,0.07512875736712915
보의관_조형_흡연구역1_2,보의관_조형8,0.08448296486878563
보의관_조형_흡연구역1_2,보의관_조형9,0.09396663635951204
보의관_조형_흡연구역1_2,인사관_조형학관,0.018545864870168627
보의관_조형_흡연구역1_2,멀베리1,0.06000810536644529
보의관_조형_흡연구역1_2,멀베리2,0.04956105607374027
보의관_조형_흡연구역1_2,멀베리3,0.03953291635561323
보의관_조형_흡연구역1_2,멀베리4,0.022273085731825147
보의관_조형_흡연구역1_2,인사관_디정관23,0.030341925950041405
보의관_조형_흡연구역1_2,멀베리_삼거리,0.07068857472083004
보의관_조형_흡연구역1_2,기숙사_오르막길,0.09664656551411553
보의관_조형_흡연구역1_2,기숙사_오르막길1,0.12354815802170352
보의관_조형_흡연구역1_2,제2엘림생활관,0.10692086689381522
보의관_조형_흡연구역1_2,2관_입구,0.11517777035160524
보의관_조형_흡연구역1_2,기숙사_오르막길2,0.09977401250628132
보의관_조형_흡연구역1_2,기숙사_오르막길3,0.10352943260426144
보의관_조형_흡연구역1_2,기숙사_오르막길4,0.10784724501104764
보의관_조형_흡연구역1_2,기숙사_오르막길5,0.11266280750782132
보의관_조형_흡연구역1_2,기숙사_오르막길6,0.11791515310706782
보의관_조형_흡연구역1_2,기숙사_오르막길_멀베리1,0.08971692952602742
보의관_조형_흡연구역1_2,기숙사_오르막길_멀베리2,0.0830343490630578
보의관_조형_흡연구역1_2,기숙사_오르막길_멀베리3,0.076663456403214
보의관_조형_흡연구역1_3,공학1관_앞_0,0.20219421004192106
보의관_조형_흡연구역1_3,공학1관_앞,0.19303216922646302
보의관_조형_흡연구역1_3,공학1관_앞_1,0.17827066824521223
보의관_조형_흡연구역1_3,공학1관_앞_2,0.18174196829464692
보의관_조형_흡연구역1_3,공학1관_앞_3,0.18536507635243685
보의관_조형_흡연구역1_3,공학1관_앞_4,0.1891312682628283
보의관_조형_흡연구역1_3,본관_상경 삼거리,0.174960212265697
보의관_조형_흡연구역1_3,본관_상경_삼거리2,0.1655579119197394
보의관_조형_흡연구역1_3,농구장_상경11,0.1685297007713711
보의관_조형_흡연구역1_3,농구장_상경12,0.17166651215543116
보의관_조형_흡연구역1_3,농구장_상경_보의관1,0.13009128413366108
보의관_조형_흡연구역1_3,농구장_상경_보의관2,0.13696306825920052
보의관_조형_흡연구역1_3,농구장_상경_보의관3,0.14396186968988822
보의관_조형_흡연구역1_3,농구장_상경_보의관4,0.15107003624610635
보의관_조형_흡연구역1_3,농구장_상경_보의관5,0.15827283380088697
보의관_조형_흡연구역1_3,상경_보의관1,0.12336774405756552
보의관_조형_흡연구역1_3,상경_보의관2,0.11836168543623447
보의관_조형_흡연구역1_3,상경_보의관3,0.11382123870219073
보의관_조형_흡연구역1_3,상경_보의관4,0.10980417872850384
보의관_조형_흡연구역1_3,상경_보의관5,0.10636981917478312
보의관_조형_흡연구역1_3,상경_보의관6,0.10357613945841333
보의관_조형_흡연구역1_3,상경_보의관_삼거리,0.10147691636105484
보의관_조형_흡연구역1_3,보의관_조형_흡연구역1,0.01854586632919546
보의관_조형_흡연구역1_3,보의관_조형_흡연구역1_1,0.018545865355217434
보의관_조형_흡연구역1_3,보의관_조형_흡연구역1_2,0.009272932799830753
보의관_조형_흡연구역1_3,보의관_조형_흡연구역1_4,0.009272933043945029
보의관_조형_흡연구역1_3,보의관_조형1,0.02103304965573861
보의관_조형_흡연구역1_3,보의관_조형2,0.027205601445785425
보의관_조형_흡연구역1_3,보의관_조형3,0.035174081401598174
보의관_조형_흡연구역1_3,보의관_조형4,0.04397275364073695
보의관_조형_흡연구역1_3,보의관_조형5,0.053191221636883834
보의관_조형_흡연구역1_3,보의관_조형6,0.06264443406234901
보의관_조형_흡연구역1_3,보의관_조형7,0.07224029603162876
보의관_조형_흡연구역1_3,보의관_조형8,0.08192870035503524
보의관_조형_흡연구역1_3,보의관_조형9,0.09168031392055724
보의관_조형_흡연구역1_3,인사관_조형학관,0.027818797669000188
보의관_조형_흡연구역1_3,멀베리1,0.06354511728484917
보의관_조형_흡연구역1_3,멀베리2,0.05381694250797823
보의관_조형_흡연구역1_3,멀베리3,0.044785852420704354
보의관_조형_흡연구역1_3,멀베리4,0.030561366576113778
보의관_조형_흡연구역1_3,인사관_디정관23,0.0369663350951926
보의관_조형_흡연구역1_3,멀베리_삼거리,0.07369483221591616
보의관_조형_흡연구역1_3,기숙사_오르막길,0.09726999936751268
보의관_조형_흡연구역1_3,기숙사_오르막길1,0.12034049407871107
보의관_조형_흡연구역1_3,제2엘림생활관,0.10321190656050128
보의관_조형_흡연구역1_3,2관_입구,0.11173663326439354
보의관_조형_흡연구역1_3,기숙사_오르막길2,0.09962533037251321
보의관_조형_흡연구역1_3,기숙사_오르막길3,0.10265551636713445
보의관_조형_흡연구역1_3,기숙사_오르막길4,0.10630286281717427
보의관_조형_흡연구역1_3,기숙사_오르막길5,0.11050627746858908
보의관_조형_흡연구역1_3,기숙사_오르막길6,0.11520491001170909
보의관_조형_흡연구역1_3,기숙사_오르막길_멀베리1,0.09082021423516065
보의관_조형_흡연구역1_3,기숙사_오르막길_멀베리2,0.08468870541761692
보의관_조형_흡연구역1_3,기숙사_오르막길_멀베리3,0.07894966239177582
보의관_조형_흡연구역1_4,공학1관_앞_0,0.19679509833226075
보의관_조형_흡연구역1_4,공학1관_앞,0.18733562379679414
보의관_조형_흡연구역1_4,공학1관_앞_1,0.1734470151637924
보의관_조형_흡연구역1_4,공학1관_앞_2,0.17668057158072883
보의관_조형_흡연구역1_4,공학1관_앞_3,0.1800792555671412
보의관_조형_흡연구역1_4,공학1관_앞_4,0.18363389884912518
보의관_조형_흡연구역1_4,본관_상경 삼거리,0.17038798773724628
보의관_조형_흡연구역1_4,본관_상경_삼거리2,0.1617688631363232
보의관_조형_흡연구역1_4,농구장_상경11,0.16446608219827172
보의관_조형_흡연구역1_4,농구장_상경12,0.16734190394464762
보의관_조형_흡연구역1_4,농구장_상경_보의관1,0.12525389730917924
보의관_조형_흡연구역1_4,농구장_상경_보의관2,0.1323732133763967
보의관_조형_흡연구역1_4,농구장_상경_보의관3,0.13959869122292448
보의관_조형_흡연구역1_4,농구장_상경_보의관4,0.14691466835418596
보의관_조형_흡연구역1_4,농구장_상경_보의관5,0.15430827343477616
보의관_조형_흡연구역1_4,상경_보의관1,0.11825991727732219
보의관_조형_흡연구역1_4,상경_보의관2,0.11374976994335907
보의관_조형_흡연구역1_4,상경_보의관3,0.10976570402810373
보의관_조형_흡연구역1_4,상경_보의관4,0.10636685048459223
보의관_조형_흡연구역1_4,상경_보의관5,0.10361081727910484
보의관_조형_흡연구역1_4,상경_보의관6,0.10154995567376641
보의관_조형_흡연구역1_4,상경_보의관_삼거리,0.10022824920109587
보의관_조형_흡연구역1_4,보의관_조형_흡연구역1,0.009272933285584881
보의관_조형_흡연구역1_4,보의관_조형_흡연구역1_1,0.02781879839957359
보의관_조형_흡연구역1_4,보의관_조형_흡연구역1_2,0.01854586584379479
보의관_조형_흡연구역1_4,보의관_조형_흡연구역1_3,0.009272933043945029
보의관_조형_흡연구역1_4,보의관_조형1,0.013602802679642196
보의관_조형_흡연구역1_4,보의관_조형2,0.021986381316652974
보의관_조형_흡연구역1_4,보의관_조형3,0.03132222194241091
보의관_조형_흡연구역1_4,보의관_조형4,0.04096435329517247
보의관_조형_흡연구역1_4,보의관_조형5,0.0507384573222083
보의관_조형_흡연구역1_4,보의관_조형6,0.06058069120650482
보의관_조형_흡연구역1_4,보의관_조형7,0.07046251241462165
보의관_조형_흡연구역1_4,보의관_조형8,0.08036932067113498
보의관_조형_흡연구역1_4,보의관_조형9,0.09029289242903493
보의관_조형_흡연구역1_4,인사관_조형학관,0.03709173071270996
보의관_조형_흡연구역1_4,멀베리1,0.06816865334123341
보의관_조형_흡연구역1_4,멀베리2,0.05923008150700673
보의관_조형_흡연구역1_4,멀베리3,0.051192460354465626
보의관_조형_흡연구역1_4,멀베리4,0.039292218061815216
보의관_조형_흡연구역1_4,인사관_디정관23,0.0445461759877577
보의관_조형_흡연구역1_4,멀베리_삼거리,0.07769785103228846
보의관_조형_흡연구역1_4,기숙사_오르막길,0.09876396489571816
보의관_조형_흡연구역1_4,기숙사_오르막길1,0.11777731255706923
보의관_조형_흡연구역1_4,제2엘림생활관,0.1002262308340539
보의관_조형_흡연구역1_4,2관_입구,0.10897800414226248
보의관_조형_흡연구역1_4,기숙사_오르막길2,0.10033709751960698
보의관_조형_흡연구역1_4,기숙사_오르막길3,0.10261549807807403
보의관_조형_흡연구역1_4,기숙사_오르막길4,0.10555350673014048
보의관_조형_흡연구역1_4,기숙사_오르막길5,0.10909784714265353
보의관_조형_흡연구역1_4,기숙사_오르막길6,0.11319157631879471
보의관_조형_흡연구역1_4,기숙사_오르막길_멀베리1,0.09284109582500394
보의관_조형_흡연구역1_4,기숙사_오르막길_멀베리2,0.08730191563215711
보의관_조형_흡연구역1_4,기숙사_오르막길_멀베리3,0.08222400403436217
보의관_조형1,공학1관_앞_0,0.18334414817008002
보의관_조형1,공학1관_앞,0.1738130326392895
보의관_조형1,공학1관_앞_1,0.16020729050383312
보의관_조형1,공학1관_앞_2,0.16334622603947538
보의관_조형1,공학1관_앞_3,0.166667212831869
보의관_조형1,공학1관_앞_4,0.17015959199845415
보의관_조형1,본관_상경 삼거리,0.15726130781473954
보의관_조형1,본관_상경_삼거리2,0.14907317314559826
보의관_조형1,농구장_상경11,0.15160655791430214
보의관_조형1,농구장_상경12,0.15433916996721317
보의관_조형1,농구장_상경_보의관1,0.11204967319334296
보의관_조형1,농구장_상경_보의관2,0.11927560078162476
보의관_조형1,농구장_상경_보의관3,0.12660650409384677
보의관_조형1,농구장_상경_보의관4,0.13402515862793427
보의관_조형1,농구장_상경_보의관5,0.1415177650066223
보의관_조형1,상경_보의관1,0.10495040623838514
보의관_조형1,상경_보의관2,0.10066987984193622
보의관_조형1,상경_보의관3,0.09700597505073102
보의관_조형1,상경_보의관4,0.09403079934650524
보의관_조형1,상경_보의관5,0.09181133257429942
보의관_조형1,상경_보의관6,0.09040325146990252
보의관_조형1,상경_보의관_삼거리,0.0898460438938733
보의관_조형1,보의관_조형_흡연구역1,0.009982883090098467
보의관_조형1,보의관_조형_흡연구역1_1,0.03837992901440567
보의관_조형1,보의관_조형_흡연구역1_2,0.02952484974510331
보의관_조형1,보의관_조형_흡연구역1_3,0.02103304965573861
보의관_조형1,보의관_조형_흡연구역1_4,0.013602802679642196
보의관_조형1,보의관_조형2,0.009982885227541996
보의관_조형1,보의관_조형3,0.01996577258901986
보의관_조형1,보의관_조형4,0.02994866208498673
보의관_조형1,보의관_조형5,0.03993155371652876
보의관_조형1,보의관_조형6,0.049914447481196444
보의관_조형1,보의관_조형7,0.059897343381663914
보의관_조형1,보의관_조형8,0.06988024141760277
보의관_조형1,보의관_조형9,0.07986314158868456
보의관_조형1,인사관_조형학관,0.04739510270489203
보의관_조형1,멀베리1,0.08161774051563643
보의관_조형1,멀베리2,0.07281408450255417
보의관_조형1,멀베리3,0.06475766096214036
보의관_조형1,멀베리4,0.05152834681428184
보의관_조형1,인사관_디정관23,0.05776198569998653
보의관_조형1,멀베리_삼거리,0.09095190199735799
보의관_조형1,기숙사_오르막길,0.1106621729012328
보의관_조형1,기숙사_오르막길1,0.12576476605569015
보의관_조형1,제2엘림생활관,0.10784945781801175
보의관_조형1,2관_입구,0.11679875824815608
보의관_조형1,기숙사_오르막길2,0.11166124900335875
보의관_조형1,기숙사_오르막길3,0.11331172779042957
보의관_조형1,기숙사_오르막길4,0.11558570840653906
보의관_조형1,기숙사_오르막길5,0.118447286290891
보의관_조형1,기숙사_오르막길6,0.1218550724392355
보의관_조형1,기숙사_오르막길_멀베리1,0.1051053691912468
보의관_조형1,기숙사_오르막길_멀베리2,0.0999258128834074
보의관_조형1,기숙사_오르막길_멀베리3,0.09518510773449657
보의관_조형2,공학1관_앞_0,0.1751666990063124
보의관_조형2,공학1관_앞,0.16589583854249507
보의관_조형2,공학1관_앞_1,0.1515677749572808
보의관_조형2,공학1관_앞_2,0.15488516744754727
보의관_조형2,공학1관_앞_3,0.15838685697493704
보의관_조형2,공학1관_앞_4,0.1620608975359154
보의관_조형2,본관_상경 삼거리,0.1484470356326529
보의관_조형2,본관_상경_삼거리2,0.1398000532122065
보의관_조형2,농구장_상경11,0.14247987065559742
보의관_조형2,농구장_상경12,0.14536597182112712
보의관_조형2,농구장_상경_보의관1,0.10336471623080763
보의관_조형2,농구장_상경_보의관2,0.11042746953632361
보의관_조형2,농구장_상경_보의관3,0.11762306628231188
보의관_조형2,농구장_상경_보의관4,0.12492855443645538
보의관_조형2,농구장_상경_보의관5,0.13232573474358034
보의관_조형2,상경_보의관1,0.0964639893947587
보의관_조형2,상경_보의관2,0.09180228190122712
보의관_조형2,상경_보의관3,0.08778333719156074
보의관_조형2,상경_보의관4,0.08449891845361668
보의관_조형2,상경_보의관5,0.08203729486073633
보의관_조형2,상경_보의관6,0.08047400737979082
보의관_조형2,상경_보의관_삼거리,0.07986315866650592
보의관_조형2,보의관_조형_흡연구역1,0.019965768317488693
보의관_조형2,보의관_조형_흡연구역1_1,0.04206609623737869
보의관_조형2,보의관_조형_흡연구역1_2,0.03418864213442268
보의관_조형2,보의관_조형_흡연구역1_3,0.027205601445785425
보의관_조형2,보의관_조형_흡연구역1_4,0.021986381316652974
보의관_조형2,보의관_조형1,0.009982885227541996
보의관_조형2,보의관_조형3,0.009982887361452948
보의관_조형2,보의관_조형4,0.019965776857547718
보의관_조형2,보의관_조형5,0.029948668488839137
보의관_조형2,보의관_조형6,0.03993156225429125
보의관_조형2,보의관_조형7,0.04991445815587289
보의관_조형2,보의관_조형8,0.059897356191133844
보의관_조형2,보의관_조형9,0.06988025636257363
보의관_조형2,인사관_조형학관,0.05042047541965485
보의관_조형2,멀베리1,0.08996834680309411
보의관_조형2,멀베리2,0.08069064887537784
보의관_조형2,멀베리3,0.0719644813354021
보의관_조형2,멀베리4,0.05642625095688048
보의관_조형2,인사관_디정관23,0.06401578611372932
보의관_조형2,멀베리_삼거리,0.0996436361970289
보의관_조형2,기숙사_오르막길,0.12030123075146032
보의관_조형2,기숙사_오르막길1,0.13564564059103587
보의관_조형2,제2엘림생활관,0.11769646165501406
보의관_조형2,2관_입구,0.12666454684437417
보의관_조형2,기숙사_오르막길2,0.12146584420928641
보의관_조형2,기숙사_오르막길3,0.12322626249279349
보의관_조형2,기숙사_오르막길4,0.12555742747996762
보의관_조형2,기숙사_오르막길5,0.12842826360368167
보의관_조형2,기숙사_오르막길6,0.13180351193381992
보의관_조형2,기숙사_오르막길_멀베리1,0.1145905410095098
보의관_조형2,기숙사_오르막길_멀베리2,0.10920899921845932
보의관_조형2,기숙사_오르막길_멀베리3,0.10420761135661714
보의관_조형3,공학1관_앞_0,0.16718548410863604
보의관_조형3,공학1관_앞,0.15821253466874338
보의관_조형3,공학1관_앞_1,0.1431031873346876
보의관_조형3,공학1관_앞_2,0.14661568171637343
보의관_조형3,공학1관_앞_3,0.15031350817247585
보의관_조형3,공학1관_앞_4,0.15418333266262774
보의관_조형3,본관_상경 삼거리,0.13978999618703855
보의관_조형3,본관_상경_삼거리2,0.13063160247860772
보의관_조형3,농구장_상경11,0.1334758239777709
보의관_조형3,농구장_상경12,0.13653303332915664
보의관_조형3,농구장_상경_보의관1,0.09493532948525994
보의관_조형3,농구장_상경_보의관2,0.10178948867983387
보의관_조형3,농구장_상경_보의관3,0.10881397623218715
보의관_조형3,농구장_상경_보의관4,0.1159778474895964
보의관_조형3,농구장_상경_보의관5,0.1232568015660679
보의관_조형3,상경_보의관1,0.08829117559029688
보의관_조형3,상경_보의관2,0.08318779936993793
보의관_조형3,상경_보의관3,0.07874633907689729
보의관_조형3,상경_보의관4,0.07508434950685099
보의관_조형3,상경_보의관5,0.07232033478669961
보의관_조형3,상경_보의관6,0.07055990190871694
보의관_조형3,상경_보의관_삼거리,0.06988027130489449
보의관_조형3,보의관_조형_흡연구역1,0.029948655679015487
보의관_조형3,보의관_조형_흡연구역1_1,0.047596314895779014
보의관_조형3,보의관_조형_흡연구역1_2,0.04080839629707541
보의관_조형3,보의관_조형_흡연구역1_3,0.035174081401598174
보의관_조형3,보의관_조형_흡연구역1_4,0.03132222194241091
보의관_조형3,보의관_조형1,0.01996577258901986
보의관_조형3,보의관_조형2,0.009982887361452948
보의관_조형3,보의관_조형4,0.009982889495363688
보의관_조형3,보의관_조형5,0.019965781127312513
보의관_조형3,보의관_조형6,0.02994867489198459
보의관_조형3,보의관_조형7,0.03993157079452733
보의관_조형3,보의관_조형8,0.04991446882878226
